brand,model,year,transmission,mileage,fuelType,engineSize
ford, KA,2014,Manual,49195,Petrol,1.2
ford, Grand Tourneo Connect,2017,Manual,24712,Diesel,1.5
bmw, M2,2019,Automatic,5644,Petrol,3.0
merc, CLS Class,2016,Semi-Auto,25536,Diesel,3.0
bmw, X6,2016,Semi-Auto,40246,Diesel,3.0
hyundi, I800,2018,Manual,36759,Diesel,2.5
ford, Edge,2017,Manual,22457,Diesel,2.0
merc, V Class,2019,Automatic,3442,Diesel,2.1
ford, Grand C-MAX,2016,Manual,27169,Diesel,1.5
hyundi, I800,2018,Manual,33113,Diesel,2.5
bmw, 6 Series,2019,Semi-Auto,2500,Petrol,2.0
merc, V Class,2019,Automatic,3000,Diesel,2.0
ford, Tourneo Connect,2016,Automatic,43812,Diesel,1.5
ford, Puma,2020,Manual,2165,Petrol,1.0
ford, KA,2015,Manual,8335,Petrol,1.2
merc, V Class,2019,Automatic,79,Diesel,2.2
audi, A7,2019,Automatic,7656,Diesel,3.0
toyota, Prius,2009,Automatic,102415,Hybrid,1.8
ford, Puma,2020,Manual,1255,Petrol,1.0
merc, GLS Class,2018,Semi-Auto,4278,Diesel,3.0
hyundi, Santa Fe,2016,Semi-Auto,22404,Diesel,2.2
bmw, X6,2019,Semi-Auto,2519,Petrol,3.0
merc, S Class,2002,Automatic,24000,Petrol,5.0
audi, A7,2014,Automatic,57000,Diesel,3.0
hyundi, Santa Fe,2016,Manual,39979,Diesel,2.2
hyundi, IX20,2013,Automatic,50150,Petrol,1.6
vw, Amarok,2015,Automatic,39267,Diesel,2.0
vw, Arteon,2019,Semi-Auto,4736,Petrol,2.0
merc, S Class,2019,Automatic,1350,Diesel,3.0
vw, Scirocco,2016,Manual,38452,Diesel,2.0
vauxhall, Combo Life,2019,Manual,9004,Diesel,1.5
vw, CC,2013,Manual,43067,Diesel,2.0
ford, Edge,2017,Semi-Auto,22765,Diesel,2.0
bmw, Z4,2020,Semi-Auto,11,Petrol,2.0
ford, KA,2013,Manual,41109,Petrol,1.2
merc, CLS Class,2017,Automatic,72383,Diesel,3.0
bmw, X7,2019,Semi-Auto,5349,Diesel,3.0
bmw, M3,2018,Semi-Auto,10222,Petrol,3.0
hyundi, IX20,2017,Automatic,22691,Petrol,1.6
hyundi, IX20,2013,Manual,42320,Petrol,1.4
bmw, X6,2020,Semi-Auto,9612,Diesel,3.0
hyundi, IX20,2013,Manual,35954,Petrol,1.4
toyota, Prius,2017,Automatic,12983,Hybrid,1.8
vw, Caddy Maxi Life,2019,Semi-Auto,13349,Diesel,2.0
vw, Arteon,2019,Automatic,7273,Petrol,1.5
skoda, Rapid,2017,Manual,36348,Petrol,1.2
vauxhall, Combo Life,2019,Manual,9381,Diesel,1.5
toyota, Prius,2016,Automatic,37908,Hybrid,1.8
vw, Scirocco,2014,Manual,48501,Petrol,1.4
toyota, Verso,2016,Automatic,15030,Petrol,1.8
ford, Galaxy,2019,Manual,2725,Diesel,2.0
bmw, Z4,2020,Semi-Auto,2200,Petrol,2.0
skoda, Yeti,2016,Automatic,18452,Petrol,1.2
audi, A7,2013,Automatic,76597,Diesel,3.0
vw, CC,2015,Semi-Auto,60717,Diesel,2.0
bmw, 6 Series,2017,Automatic,28062,Diesel,3.0
ford, Tourneo Connect,2016,Manual,24939,Diesel,1.5
toyota, Verso,2011,Manual,47570,Petrol,1.6
vauxhall, Combo Life,2019,Manual,1001,Diesel,1.5
hyundi, IX20,2017,Automatic,4076,Petrol,1.6
merc, V Class,2018,Manual,18831,Diesel,2.1
ford, Tourneo Connect,2016,Automatic,36145,Diesel,1.5
ford, Galaxy,2017,Manual,27678,Diesel,2.0
vw, Arteon,2018,Automatic,7500,Diesel,2.0
ford, Galaxy,2018,Semi-Auto,34715,Diesel,2.0
vw, Beetle,2016,Automatic,15443,Petrol,1.2
vauxhall, GTC,2017,Manual,25798,Diesel,1.6
vw, Scirocco,2017,Manual,16491,Diesel,2.0
toyota, Hilux,2014,Manual,93334,Diesel,2.5
hyundi, Santa Fe,2020,Semi-Auto,5000,Diesel,2.2
bmw, Z4,2015,Semi-Auto,39887,Petrol,2.0
skoda, Kamiq,2020,Manual,986,Petrol,1.5
skoda, Yeti,2013,Manual,73000,Diesel,2.0
vauxhall, Combo Life,2019,Manual,10500,Petrol,1.2
hyundi, I800,2019,Manual,1200,Diesel,2.5
vw, Scirocco,2017,Manual,12367,Diesel,2.0
hyundi, I40,2017,Manual,30000,Diesel,1.7
vw, Arteon,2018,Semi-Auto,4350,Diesel,2.0
vw, Arteon,2020,Semi-Auto,2000,Diesel,2.0
vw, Scirocco,2014,Manual,39864,Diesel,2.0
ford, Puma,2019,Manual,2029,Petrol,1.0
ford, Edge,2018,Manual,15413,Diesel,2.0
ford, Grand C-MAX,2018,Manual,21643,Petrol,1.0
bmw, M4,2019,Automatic,19,Petrol,3.0
ford, KA,2015,Manual,49942,Petrol,1.2
skoda, Roomster,2015,Manual,36198,Petrol,1.2
toyota, Avensis,2017,Manual,36961,Petrol,1.8
hyundi, I800,2019,Automatic,4733,Diesel,2.5
ford, Grand C-MAX,2017,Manual,20292,Petrol,1.0
bmw, X7,2020,Semi-Auto,7500,Diesel,3.0
vauxhall, GTC,2014,Manual,52994,Diesel,2.0
merc, V Class,2019,Semi-Auto,650,Diesel,2.0
vw, Beetle,2014,Manual,55457,Diesel,1.6
merc, S Class,2018,Automatic,2001,Petrol,3.0
bmw, X4,2019,Semi-Auto,10395,Diesel,2.0
audi, A7,2020,Semi-Auto,2410,Diesel,3.0
vw, Scirocco,2016,Manual,23649,Diesel,2.0
hyundi, IX35,2015,Manual,7000,Petrol,1.6
ford, Tourneo Custom,2017,Manual,51252,Diesel,2.0
hyundi, I40,2015,Manual,58915,Diesel,1.7
vw, Beetle,2013,Manual,51780,Petrol,1.2
merc, M Class,2015,Automatic,46023,Diesel,2.1
bmw, X6,2016,Semi-Auto,24864,Diesel,3.0
merc, CLS Class,2016,Automatic,30422,Diesel,2.1
merc, CLS Class,2016,Automatic,46728,Diesel,2.1
ford, Grand C-MAX,2016,Manual,15777,Diesel,1.5
skoda, Rapid,2017,Manual,58971,Petrol,1.2
vw, Arteon,2019,Automatic,15,Diesel,2.0
bmw, 8 Series,2019,Semi-Auto,12,Diesel,3.0
vauxhall, Zafira Tourer,2017,Manual,12845,Petrol,1.4
bmw, 7 Series,2012,Automatic,134000,Diesel,3.0
vw, Beetle,2003,Manual,87000,Petrol,1.6
merc, X-CLASS,2018,Automatic,3161,Diesel,3.0
skoda, Yeti,2016,Semi-Auto,33800,Petrol,1.2
ford, Galaxy,2005,Manual,114000,Petrol,2.3
bmw, 8 Series,2020,Semi-Auto,3242,Petrol,3.0
ford, Grand C-MAX,2015,Manual,58199,Diesel,1.5
bmw, i8,2016,Automatic,10087,Hybrid,1.5
merc, S Class,2019,Automatic,100,Diesel,3.0
vauxhall, Combo Life,2019,Manual,7742,Diesel,1.5
ford, KA,2017,Manual,10631,Petrol,1.2
vw, Arteon,2017,Semi-Auto,20545,Petrol,2.0
audi, Q8,2019,Automatic,2040,Diesel,3.0
audi, A8,2019,Automatic,2931,Diesel,3.0
toyota, Hilux,2018,Manual,10115,Diesel,2.4
hyundi, Santa Fe,2016,Manual,23828,Diesel,2.2
skoda, Kamiq,2019,Automatic,200,Other,1.5
bmw, 8 Series,2019,Semi-Auto,5529,Diesel,3.0
skoda, Yeti,2016,Semi-Auto,29089,Petrol,1.2
hyundi, IX20,2016,Manual,29099,Petrol,1.4
ford, Galaxy,2019,Manual,5593,Diesel,2.0
merc, GL Class,2018,Automatic,14026,Diesel,2.1
vauxhall, Zafira Tourer,2016,Manual,12886,Petrol,1.4
vw, Caravelle,2019,Automatic,2850,Diesel,2.0
vw, Caddy Maxi Life,2018,Manual,52890,Diesel,2.0
hyundi, Santa Fe,2019,Semi-Auto,3620,Diesel,2.2
hyundi, Santa Fe,2019,Semi-Auto,3735,Diesel,2.2
audi, S3,2015,Manual,20000,Petrol,2.0
vauxhall, GTC,2015,Manual,53588,Petrol,1.4
skoda, Kamiq,2019,Automatic,4299,Petrol,1.5
skoda, Yeti,2016,Automatic,29462,Petrol,1.2
toyota, Hilux,2017,Manual,57932,Diesel,2.4
vw, Tiguan Allspace,2019,Semi-Auto,9023,Diesel,2.0
skoda, Kamiq,2020,Semi-Auto,2500,Diesel,1.6
ford, Grand C-MAX,2017,Manual,23792,Petrol,1.0
merc, S Class,2016,Automatic,75000,Hybrid,3.5
ford, Edge,2016,Automatic,20028,Diesel,2.0
toyota, Hilux,2019,Automatic,3350,Diesel,2.4
toyota, Prius,2016,Automatic,27086,Hybrid,1.8
hyundi, I40,2017,Manual,39317,Diesel,1.7
vw, Jetta,2015,Manual,20173,Diesel,2.0
hyundi, IX20,2017,Manual,12102,Petrol,1.4
audi, A8,2019,Automatic,5000,Diesel,3.0
toyota, Avensis,2016,Manual,15118,Petrol,1.8
hyundi, Santa Fe,2018,Semi-Auto,17189,Diesel,2.2
vw, Scirocco,2016,Manual,42038,Diesel,2.0
merc, SLK,2013,Automatic,38490,Diesel,2.1
vw, Scirocco,2015,Manual,34867,Diesel,2.0
vw, Scirocco,2016,Manual,39022,Diesel,2.0
vw, CC,2013,Manual,52000,Diesel,2.0
vw, Caddy Maxi Life,2019,Semi-Auto,12961,Diesel,2.0
ford, KA,2019,Manual,1818,Petrol,1.2
hyundi, IX20,2012,Manual,32000,Diesel,1.6
skoda, Rapid,2018,Manual,23147,Petrol,1.0
bmw, X4,2019,Automatic,9921,Diesel,2.0
bmw, 8 Series,2019,Semi-Auto,2650,Diesel,3.0
hyundi, IX20,2017,Manual,13217,Petrol,1.4
bmw, X6,2013,Semi-Auto,71522,Diesel,3.0
skoda, Kamiq,2019,Semi-Auto,3000,Petrol,1.5
bmw, 7 Series,2017,Automatic,73348,Diesel,3.0
hyundi, Getz,2003,Automatic,59000,Petrol,1.3
ford, Grand Tourneo Connect,2016,Automatic,44785,Diesel,1.5
merc, CLS Class,2019,Semi-Auto,3194,Diesel,2.0
vw, Scirocco,2014,Manual,63617,Diesel,2.0
vauxhall, Combo Life,2019,Manual,22,Diesel,1.5
merc, V Class,2019,Automatic,1000,Diesel,2.0
ford, Galaxy,2017,Automatic,28997,Diesel,2.0
bmw, 7 Series,2019,Automatic,8546,Diesel,3.0
ford, Galaxy,2017,Manual,28563,Diesel,2.0
merc, V Class,2018,Manual,14941,Diesel,2.1
toyota, GT86,2017,Manual,12597,Petrol,2.0
vw, Jetta,2013,Manual,48501,Diesel,1.6
skoda, Scala,2019,Automatic,1000,Diesel,1.6
skoda, Kamiq,2019,Automatic,500,Petrol,1.5
audi, R8,2020,Semi-Auto,2000,Petrol,5.2
hyundi, Santa Fe,2019,Automatic,5732,Diesel,2.2
hyundi, IX20,2015,Manual,12433,Petrol,1.4
vauxhall, GTC,2016,Manual,25389,Petrol,1.4
merc, X-CLASS,2019,Automatic,9772,Diesel,2.3
bmw, X6,2019,Automatic,4155,Diesel,3.0
vw, Scirocco,2016,Manual,25832,Diesel,2.0
vw, Tiguan Allspace,2019,Automatic,5000,Diesel,2.0
toyota, Avensis,2016,Manual,34501,Petrol,1.8
vauxhall, Combo Life,2019,Manual,2083,Diesel,1.5
bmw, Z4,2013,Automatic,35554,Petrol,2.0
skoda, Kamiq,2019,Semi-Auto,2950,Petrol,1.5
vauxhall, Agila,2014,Manual,34267,Petrol,1.2
merc, S Class,2019,Automatic,6501,Diesel,3.0
bmw, X6,2016,Semi-Auto,26782,Diesel,3.0
merc, M Class,2015,Semi-Auto,47808,Diesel,3.0
merc, X-CLASS,2017,Automatic,24800,Diesel,2.3
merc, GL Class,2014,Automatic,42719,Diesel,2.1
toyota, Prius,2016,Automatic,61458,Hybrid,1.8
skoda, Yeti,2013,Manual,33000,Diesel,2.0
vw, Beetle,2014,Manual,64147,Diesel,2.0
hyundi, Santa Fe,2017,Semi-Auto,32467,Diesel,2.2
ford, KA,2015,Manual,41830,Petrol,1.2
bmw, X4,2016,Automatic,43751,Diesel,2.0
ford, KA,2013,Manual,35000,Petrol,1.2
merc, CLA Class,2013,Automatic,23369,Diesel,2.1
vauxhall, Combo Life,2019,Manual,2123,Diesel,1.5
vw, Scirocco,2009,Manual,79800,Petrol,2.0
vauxhall, Combo Life,2019,Manual,5500,Diesel,1.5
vw, Tiguan Allspace,2019,Automatic,5077,Diesel,2.0
bmw, X6,2018,Semi-Auto,7531,Diesel,3.0
ford, Tourneo Custom,2018,Manual,6896,Diesel,2.0
ford, Tourneo Custom,2019,Manual,10450,Diesel,2.0
vw, CC,2016,Automatic,74360,Diesel,2.0
skoda, Yeti,2016,Semi-Auto,33033,Petrol,1.2
merc, GLS Class,2020,Semi-Auto,3999,Diesel,3.0
vw, Arteon,2019,Automatic,2411,Diesel,2.0
ford, Galaxy,2019,Automatic,8156,Diesel,2.0
merc, S Class,2015,Semi-Auto,35236,Diesel,3.0
toyota, Hilux,2017,Manual,53830,Diesel,2.4
merc, CLS Class,2016,Automatic,32611,Diesel,3.0
merc, S Class,2016,Automatic,54318,Diesel,3.0
merc, V Class,2020,Semi-Auto,1000,Diesel,2.0
hyundi, Santa Fe,2016,Manual,37444,Diesel,2.2
bmw, X4,2019,Semi-Auto,10792,Diesel,2.0
hyundi, IX35,2014,Manual,77877,Diesel,1.7
hyundi, I40,2016,Automatic,27712,Diesel,1.7
hyundi, Santa Fe,2019,Semi-Auto,1173,Diesel,2.2
audi, R8,2019,Automatic,100,Petrol,5.2
hyundi, I40,2019,Manual,12000,Diesel,1.6
bmw, M4,2015,Semi-Auto,26637,Petrol,3.0
toyota, Avensis,2012,Manual,23509,Petrol,1.8
hyundi, I40,2015,Manual,53441,Diesel,1.7
ford, KA,2014,Manual,49393,Petrol,1.2
toyota, Prius,2019,Automatic,6133,Hybrid,1.8
toyota, GT86,2019,Semi-Auto,16241,Petrol,2.0
toyota, Prius,2019,Automatic,6201,Hybrid,1.8
ford, Grand C-MAX,2017,Manual,8913,Petrol,1.0
vw, Arteon,2020,Semi-Auto,1209,Diesel,2.0
bmw, 7 Series,2019,Semi-Auto,2919,Diesel,3.0
toyota, Prius,2016,Automatic,48153,Other,1.8
vw, Caravelle,2019,Semi-Auto,3252,Diesel,2.0
skoda, Rapid,2016,Manual,46346,Petrol,1.2
hyundi, I40,2015,Manual,53730,Diesel,1.7
bmw, 7 Series,2019,Semi-Auto,9931,Diesel,3.0
bmw, X4,2016,Semi-Auto,62862,Diesel,3.0
ford, Edge,2017,Automatic,35000,Diesel,2.0
audi, A8,2018,Semi-Auto,16850,Diesel,3.0
hyundi, IX20,2015,Automatic,45908,Petrol,1.6
merc, S Class,2015,Semi-Auto,10284,Diesel,3.0
vw, Scirocco,2017,Semi-Auto,13382,Diesel,2.0
hyundi, IX35,2011,Manual,72436,Diesel,2.0
hyundi, Santa Fe,2019,Semi-Auto,17340,Diesel,2.2
vw, Arteon,2019,Semi-Auto,2500,Diesel,2.0
hyundi, Santa Fe,2020,Semi-Auto,6073,Diesel,2.2
audi, RS5,2019,Semi-Auto,4500,Petrol,2.9
ford, Galaxy,2017,Manual,34206,Diesel,2.0
vauxhall, Agila,2003,Manual,90000,Petrol,1.2
ford, Grand C-MAX,2019,Manual,18065,Petrol,1.0
merc, GL Class,2015,Manual,27142,Diesel,2.1
audi, Q8,2019,Semi-Auto,9804,Diesel,3.0
bmw, X4,2015,Automatic,33289,Diesel,3.0
ford, Edge,2017,Automatic,27471,Diesel,2.0
vw, CC,2013,Manual,33305,Diesel,2.0
ford, Galaxy,2017,Manual,35369,Diesel,2.0
merc, M Class,2011,Automatic,90000,Diesel,3.0
ford, Grand Tourneo Connect,2019,Manual,11,Diesel,1.5
ford, Grand C-MAX,2018,Manual,13768,Petrol,1.0
ford, Galaxy,2017,Semi-Auto,27829,Diesel,2.0
skoda, Yeti,2015,Manual,36671,Petrol,1.2
ford, Galaxy,2014,Automatic,55632,Diesel,2.0
hyundi, I800,2019,Manual,100,Diesel,2.5
audi, A8,2015,Automatic,41522,Diesel,3.0
ford, Edge,2016,Semi-Auto,28500,Diesel,2.0
vw, Amarok,2017,Automatic,27540,Diesel,3.0
skoda, Rapid,2017,Manual,11550,Petrol,1.2
merc, M Class,2014,Semi-Auto,33271,Petrol,5.5
merc, V Class,2018,Automatic,20527,Diesel,2.1
toyota, Prius,2016,Automatic,32853,Hybrid,1.8
toyota, Avensis,2011,Manual,39512,Petrol,1.8
ford, Galaxy,2017,Semi-Auto,40782,Diesel,2.0
ford, Grand Tourneo Connect,2019,Manual,6937,Diesel,1.5
vw, Amarok,2017,Automatic,39408,Diesel,3.0
ford, Mustang,2020,Manual,100,Petrol,5.0
skoda, Yeti,2016,Manual,27192,Petrol,1.2
bmw, X4,2019,Semi-Auto,4742,Diesel,3.0
toyota, Prius,2014,Automatic,65282,Hybrid,1.8
merc, CLK,2004,Automatic,113000,Diesel,2.7
vw, Caravelle,2019,Semi-Auto,2198,Diesel,2.0
audi, A7,2018,Semi-Auto,13082,Petrol,3.0
merc, GL Class,2017,Automatic,24000,Diesel,2.1
hyundi, I800,2019,Manual,19357,Diesel,2.5
hyundi, Santa Fe,2019,Semi-Auto,6982,Diesel,2.2
skoda, Scala,2019,Automatic,45,Petrol,1.5
audi, A7,2019,Semi-Auto,2055,Diesel,3.0
skoda, Scala,2019,Manual,4967,Petrol,1.0
ford, Grand Tourneo Connect,2019,Manual,4842,Diesel,1.5
hyundi, I40,2015,Manual,50500,Diesel,1.7
ford, Mustang,2016,Manual,12000,Petrol,5.0
ford, Edge,2017,Automatic,26405,Diesel,2.0
merc, SLK,2014,Semi-Auto,69861,Diesel,2.0
skoda, Rapid,2014,Manual,49080,Petrol,1.2
vw, Scirocco,2015,Automatic,40022,Diesel,2.0
vw, Scirocco,2015,Manual,64377,Diesel,2.0
bmw, M6,2014,Automatic,34000,Petrol,4.4
ford, Edge,2018,Manual,22068,Diesel,2.0
vw, Arteon,2018,Semi-Auto,25724,Diesel,2.0
bmw, X4,2020,Semi-Auto,100,Petrol,3.0
merc, V Class,2018,Automatic,20074,Diesel,2.1
vw, Tiguan Allspace,2019,Semi-Auto,1633,Petrol,1.5
toyota, Avensis,2018,Manual,46168,Diesel,1.6
merc, GLS Class,2020,Semi-Auto,2700,Diesel,3.0
bmw, X7,2019,Semi-Auto,6506,Diesel,3.0
ford, Galaxy,2016,Manual,22000,Diesel,2.0
ford, Tourneo Custom,2017,Manual,48822,Diesel,2.0
audi, RS3,2019,Automatic,4550,Petrol,2.5
ford, Edge,2017,Semi-Auto,4426,Diesel,2.0
toyota, Land Cruiser,2015,Automatic,32364,Diesel,3.0
merc, CLS Class,2016,Automatic,20500,Diesel,2.1
skoda, Rapid,2017,Manual,28360,Petrol,1.0
merc, CLS Class,2019,Automatic,30000,Diesel,2.9
audi, A7,2016,Semi-Auto,26000,Diesel,3.0
vw, Scirocco,2015,Manual,46000,Diesel,2.0
toyota, Prius,2013,Automatic,131000,Hybrid,1.8
skoda, Scala,2020,Manual,1000,Petrol,1.0
bmw, 7 Series,2019,Automatic,1775,Diesel,3.0
audi, A8,2018,Automatic,10250,Petrol,3.0
ford, Grand C-MAX,2016,Semi-Auto,28263,Diesel,2.0
hyundi, I40,2016,Manual,56001,Diesel,1.7
ford, Tourneo Custom,2018,Manual,11415,Diesel,2.0
toyota, Avensis,2017,Manual,24459,Petrol,1.8
vw, Arteon,2019,Semi-Auto,3111,Petrol,2.0
toyota, Land Cruiser,2020,Semi-Auto,3104,Diesel,2.8
ford, Galaxy,2018,Manual,31909,Diesel,2.0
toyota, Prius,2017,Automatic,19000,Hybrid,1.8
merc, M Class,2009,Automatic,59000,Diesel,3.0
merc, CLK,2005,Automatic,105000,Diesel,2.1
vauxhall, Combo Life,2019,Manual,5234,Petrol,1.2
vw, Shuttle,2018,Semi-Auto,3768,Diesel,2.0
vw, Amarok,2016,Automatic,46000,Diesel,2.0
vw, Caddy Maxi Life,2018,Semi-Auto,3861,Diesel,2.0
ford, Grand C-MAX,2016,Manual,12884,Petrol,1.0
vauxhall, GTC,2018,Manual,2305,Petrol,1.4
skoda, Rapid,2015,Manual,24600,Diesel,1.6
bmw, M2,2019,Automatic,2935,Petrol,3.0
skoda, Yeti,2015,Manual,48870,Diesel,2.0
merc, CLS Class,2014,Semi-Auto,31815,Diesel,2.1
ford, Edge,2018,Semi-Auto,26602,Diesel,2.0
vauxhall, GTC,2017,Manual,17378,Petrol,1.4
toyota, Verso,2016,Manual,28781,Diesel,1.6
skoda, Scala,2019,Automatic,506,Diesel,1.6
merc, V Class,2018,Manual,34483,Diesel,2.1
merc, CLS Class,2014,Automatic,100552,Diesel,3.0
audi, A7,2019,Automatic,984,Diesel,3.0
bmw, 8 Series,2019,Semi-Auto,88,Petrol,4.4
vw, Scirocco,2016,Manual,60517,Diesel,2.0
hyundi, IX20,2013,Automatic,50150,Petrol,1.6
hyundi, I800,2016,Automatic,51446,Diesel,2.5
bmw, X4,2019,Automatic,5744,Diesel,2.0
vw, Arteon,2019,Automatic,8092,Diesel,2.0
vw, Scirocco,2017,Manual,15063,Diesel,2.0
ford, Grand C-MAX,2011,Manual,73780,Petrol,1.6
vw, Arteon,2019,Semi-Auto,6987,Petrol,2.0
vw, Scirocco,2015,Manual,28691,Petrol,1.4
toyota, Hilux,2016,Manual,20250,Diesel,2.4
merc, X-CLASS,2017,Automatic,44632,Diesel,2.3
vw, Caddy Maxi Life,2019,Semi-Auto,11900,Diesel,2.0
bmw, X6,2020,Semi-Auto,3955,Diesel,3.0
vw, Beetle,2015,Manual,38000,Petrol,1.2
toyota, Prius,2015,Automatic,42929,Other,1.8
skoda, Yeti,2016,Semi-Auto,35843,Diesel,2.0
merc, X-CLASS,2018,Automatic,8043,Diesel,3.0
hyundi, IX20,2016,Manual,27815,Petrol,1.4
merc, V Class,2019,Semi-Auto,1998,Diesel,2.0
ford, Mustang,2020,Manual,10,Petrol,5.0
merc, CLS Class,2019,Automatic,3572,Diesel,2.9
merc, M Class,2012,Automatic,75626,Diesel,2.1
vauxhall, Combo Life,2018,Manual,18,Diesel,1.5
toyota, Avensis,2006,Manual,87743,Diesel,2.0
merc, CLS Class,2019,Automatic,15263,Diesel,2.0
ford, Grand C-MAX,2014,Automatic,43391,Diesel,2.0
ford, Edge,2017,Manual,53204,Diesel,2.0
vw, Jetta,2016,Semi-Auto,39836,Diesel,2.0
ford, Edge,2016,Manual,77137,Diesel,2.0
vw, Caddy Maxi Life,2019,Manual,6693,Diesel,2.0
merc, CLA Class,2015,Automatic,27000,Petrol,2.0
ford, Galaxy,2016,Semi-Auto,47937,Diesel,2.0
skoda, Roomster,2012,Manual,54000,Petrol,1.2
toyota, PROACE VERSO,2019,Manual,2456,Diesel,2.0
hyundi, I800,2018,Automatic,33138,Diesel,2.5
ford, Galaxy,2017,Manual,25745,Diesel,2.0
skoda, Rapid,2015,Automatic,42000,Petrol,1.4
merc, GL Class,2015,Semi-Auto,22548,Diesel,3.0
toyota, Avensis,2016,Manual,60017,Diesel,1.6
bmw, M4,2017,Semi-Auto,17834,Petrol,3.0
bmw, X4,2019,Automatic,123,Petrol,3.0
skoda, Kamiq,2019,Manual,543,Petrol,1.0
merc, V Class,2019,Semi-Auto,13347,Diesel,2.2
toyota, Verso,2017,Semi-Auto,20450,Petrol,1.8
merc, CLS Class,2019,Semi-Auto,15674,Diesel,2.9
bmw, Z4,2011,Manual,64250,Petrol,2.5
vw, Shuttle,2018,Manual,15694,Diesel,2.0
toyota, Avensis,2016,Manual,31912,Diesel,1.6
hyundi, Santa Fe,2017,Semi-Auto,38452,Diesel,2.2
vw, Caddy,2017,Automatic,25797,Diesel,2.0
vauxhall, Combo Life,2019,Manual,1,Diesel,1.5
hyundi, IX20,2016,Manual,21941,Petrol,1.4
vw, Shuttle,2018,Manual,35193,Diesel,2.0
vw, Tiguan Allspace,2018,Manual,6000,Diesel,2.0
toyota, Avensis,2015,Manual,51500,Diesel,2.0
merc, V Class,2019,Automatic,2550,Diesel,2.0
toyota, Verso,2015,Manual,73305,Diesel,1.6
merc, SLK,2011,Automatic,40000,Petrol,1.8
hyundi, Santa Fe,2019,Semi-Auto,5117,Diesel,2.2
audi, A7,2019,Semi-Auto,5724,Diesel,2.0
hyundi, Santa Fe,2015,Manual,21998,Diesel,2.2
vw, Scirocco,2016,Manual,15477,Diesel,2.0
audi, S3,2016,Semi-Auto,34500,Petrol,2.0
merc, X-CLASS,2018,Automatic,14000,Diesel,2.3
ford, Galaxy,2017,Manual,42580,Diesel,2.0
merc, SLK,2014,Automatic,55404,Diesel,2.0
bmw, 6 Series,2019,Semi-Auto,10813,Diesel,3.0
merc, GL Class,2016,Automatic,42000,Diesel,3.0
hyundi, IX35,2015,Manual,49291,Diesel,1.7
bmw, i3,2015,Automatic,59000,Other,0.6
hyundi, IX35,2013,Manual,55472,Diesel,1.7
bmw, M2,2019,Semi-Auto,4358,Petrol,3.0
hyundi, IX20,2016,Manual,9442,Petrol,1.4
bmw, 7 Series,2017,Semi-Auto,34017,Diesel,3.0
bmw, 6 Series,2014,Semi-Auto,45012,Diesel,3.0
merc, GLS Class,2017,Automatic,25237,Diesel,3.0
audi, A7,2014,Semi-Auto,29319,Diesel,3.0
audi, A8,2016,Semi-Auto,39000,Diesel,4.2
bmw, X6,2020,Semi-Auto,5656,Diesel,3.0
merc, GL Class,2015,Automatic,13581,Diesel,3.0
ford, KA,2016,Manual,16690,Petrol,1.2
ford, Puma,2020,Manual,1381,Petrol,1.0
ford, Tourneo Custom,2018,Manual,8095,Diesel,2.0
ford, Grand C-MAX,2017,Manual,36333,Diesel,1.5
ford, Grand C-MAX,2014,Manual,45460,Diesel,1.6
vw, Shuttle,2019,Semi-Auto,21399,Diesel,2.0
merc, V Class,2018,Semi-Auto,5988,Diesel,2.2
bmw, M6,2015,Semi-Auto,34017,Petrol,4.4
ford, Tourneo Custom,2019,Manual,9897,Diesel,2.0
skoda, Yeti,2017,Semi-Auto,22848,Petrol,1.2
merc, M Class,2015,Automatic,21000,Diesel,3.0
toyota, Verso,2016,Manual,30000,Petrol,1.6
bmw, 8 Series,2019,Automatic,11111,Petrol,4.4
bmw, 7 Series,2012,Automatic,66294,Diesel,3.0
hyundi, I800,2019,Manual,15492,Diesel,2.5
vw, Arteon,2019,Automatic,11,Petrol,2.0
ford, Grand C-MAX,2017,Manual,40911,Diesel,1.5
bmw, 6 Series,2016,Automatic,17264,Petrol,4.4
merc, CLA Class,2014,Manual,82580,Diesel,1.8
bmw, 8 Series,2019,Semi-Auto,9731,Diesel,3.0
hyundi, I800,2017,Automatic,23870,Diesel,2.5
merc, M Class,2013,Semi-Auto,58457,Diesel,2.1
bmw, 6 Series,2016,Semi-Auto,39950,Diesel,3.0
hyundi, IX35,2013,Automatic,49180,Diesel,2.0
vw, Shuttle,2019,Semi-Auto,11514,Diesel,2.0
hyundi, IX20,2018,Manual,4909,Petrol,1.4
bmw, M4,2019,Semi-Auto,1501,Petrol,3.0
vw, Arteon,2017,Semi-Auto,33915,Petrol,2.0
audi, A8,2018,Semi-Auto,6173,Diesel,3.0
merc, V Class,2018,Manual,11726,Diesel,2.1
bmw, 7 Series,2017,Semi-Auto,28998,Petrol,4.4
toyota, Prius,2008,Automatic,133107,Hybrid,1.5
skoda, Rapid,2014,Manual,29000,Diesel,1.6
toyota, Hilux,2020,Manual,50,Diesel,2.4
toyota, Avensis,2013,Manual,57480,Diesel,2.0
vauxhall, Combo Life,2019,Manual,4912,Diesel,1.5
skoda, Rapid,2017,Manual,15261,Petrol,1.0
skoda, Yeti,2016,Manual,52325,Petrol,1.2
skoda, Kamiq,2019,Automatic,2356,Petrol,1.5
merc, SLK,2005,Automatic,63000,Petrol,1.8
